"","value"
"2949","<U+F071> 제주도는 코로나19로 자금난을 겪고 있는 도내 중소기업과 소상공인들이 적기에 금융지원을 받고 경영 안정을 도모할 수 있도록 소상공인 특별지원안정자금 융자 지원을 추진하고 있다."
"2950","<U+00A0><U+F06D> 제주도는 시행 후 일주일간의 모니터링(2.17~2.24)을 통해 현장 접수가 몰려 업무개시 전 당일 접수가 조기 마감되는 상황을 개선하기 위해, 2월 25일부터는 온라인 사전예약시스템을 구축해 운영하고 있다."
"2951","<U+00A0><U+00A0> - 방문 접수와 온라인 접수를 병행하고, 방문자에 대해서 상담시간을 예약 지정하는 등 최대한 시간을 분산함으로써 창구의 장시간 대기 상황을 개선한 바 있다."
"2952","<U+00A0><U+F06D> 이와 함께 접수 건수의 80%이상을 차지하고 있는 3천만 원이하 소액보증에 대해서는 신속심사제도(fast-track)를 도입했다.
<U+00A0><U+00A0> - 심사항목을 6개 항목에서 3개 항목으로 간소화하고, 업력 1년 미만과 7등급 이하 저신용자 등을 제외한 업체에 대해 현장실사를 생략하고 있다."
"2953","<U+00A0><U+F06D> 또 지난 3월 11일부터는 신용보증재단내 보증신속심사팀(신속 T/F팀)을 3개반 25명(상담반, 보증심사반, 보증서발급반) 체제로 편성해 처리기간을 단축하고 있다."
"2954","<U+F071> 오는 4월 1일부터는 상담창구에 배치하는 전문 상담 인력을 추가 확대함으로써 보증심사 처리 기간이 더욱 단축될 것으로 예상하고 있다."
"2955","<U+00A0><U+F06D> 금융 전문인력을 6개은행 10명에서 9개은행 15명으로 늘리고, 보증심사 및 보증서 발급 업무도 15명에서 20명으로 보강한다."
"2956","<U+00A0><U+F06D> 아울러 제주신용보증재단과 은행 간 체결한 업무위탁 협약(3.4)에 따라 4월부터는 업무를 더욱 세분화할 계획이다.<U+00A0>"
"2957","<U+00A0><U+00A0> - 보증신속심사팀내 금융기관 전문인력으로 구성된 상담반은 보증상담, 서류접수 업무를 수행하고, 재단에서는 현장실사, 보증심사 승인, 은행은 보증약정 및 대출실행 등의 역할을 분담할 예정이다.<U+00A0><U+00A0><U+00A0>"
"2958","<U+00A0><U+00A0> - 이를 통해 민원인이 3~4회 재단을 방문해야 하는 번거로움을 최소화해 재단은 상담 접수시 서류를 완비하면 1회만 방문하면 되고, 민원인은 보증심사 승인 통보 받으면 은행으로 가서 보증약정 후 대출(당일 또는 익일)을 받을 수 있는 시스템을 갖췄다.<U+00A0>"
"2959","<U+00A0><U+F06D> 제주도의 이러한 노력에 힘입어 1일 상담처리 가능건수가 150건에서 290건으로 확대됐으며, 14일 이상 걸리던 처리기간도 2~3일 이내로 대폭 단축됐다."
"2960","<U+00A0><U+F06D> 현재 5월 27일까지 예약된 5,560명의 대기자에 대해서도 상담일자가 25일 이상 앞당겨질 전망이다."
"2961","<U+F071> 코로나19 피해에 대한 제주도의 신속한 처리는 지난 22일 정세균 국무총리 주재로 진행된 중앙재난안전대책본부(중대본) 영상회의에서도 적극행정 사례로 거론된 바가 있다.<U+00A0>"
"2962","<U+00A0><U+F06D> 정세균 총리는 취약계층과 소상공인 지원방안을 논의하는 과정에서 “제주도가 선제적이고 적극적인 지원 체계로 타시도에 비해 보증처리 실적에 월등한 성과를 보이고 있다”면서 “지원절차를 간소화하고 인력을 확대하는 등 제주도의 적극행정 사례처럼 타지자체도 코로나19로 어려움을 겪고 있는 소상공인과 피해 점포를 위해 노력할 것”을 독려한 바 있다.<U+00A0><U+00A0>"
"2963","※ 관련 문의: 일자리경제통상국 소상공인기업과 이기택 과장<U+00A0><U+00A0> 064) 710-2520"
"2964","< 코로나19 특례보증 업무처리 절차><U+00A0>"
"2965","
업무명"
"2966","주요 업무내용 및 유의사항"
"2967","① 보증상담"
"2968","신속 T/F팀
상담접수반
(은행 직원)"
"2969","ㅇ 신용보증 상담
ㅇ 고객정보 동의서 등 접수"
"2970","② 서류접수"
"2971","신속 T/F팀
상담접수반
(은행 직원)"
"2972","ㅇ 필수 접수서류 안내 및 접수"
"2973","③서류송부"
"2974","신속 T/F팀
상담접수반
↓
보증심사반
(재단)"
"2975","ㅇ 접수서류 이송"
"2976","④ 현장실사"
"2977","신속 T/F팀
보증심사반
(재단)"
"2978","ㅇ 사업현장 직접 방문하여 업무처리
<U+00A0>※ 코로나 특례보증의 경우 일정요건을 충족하거나, 재단
<U+00A0><U+00A0><U+00A0> 이사장이 특별히 정하는 경우 현장실사 생략 가능"
"2979","⑤ 보증심사
승인"
"2980","신속 T/F팀
보증발급반
(재단)"
"2981","ㅇ 코로나특례보증 취급기준을 고려하여 한도산출 및 보증승인
ㅇ 승인내역(보증금액 등 확정) 은행 전산통지"
"2982","⑥보증약정 및
서류송부"
"2983","은행 영업점
↓
재단"
"2984","ㅇ 보증약정서를 재단으로 송부 (우편 또는 방문)<U+00A0>"
"2985","⑦대출실행"
"2986","은행 영업점"
"2987","ㅇ (은행) 보증료 이체, 보증실행 등록, 주채무실행 통지
ㅇ (재단) 보증료 수납"
"2988","
제주도, 코로나19 피해기업 법인지방소득세 납부기한 연장
- 5월 4일까지 연장 신청, 확진자 방문 따른 휴업 또는 코로나19로 인해 피해 법인 -"
"2989","
<U+F071> 제주특별자치도는 올해는 코로나19의 피해로 어려움을 겪는 법인들에 대해 4월 법인지방소득세 확정신고 기간 중 납부기한 연장 등 지방세 지원을 실시한다고 밝혔다."
"2990","<U+00A0><U+274D> 지원대상은 코로나19 확진자 방문에 따른 휴업 등으로 어려움을 겪는 업체 등 직·간접적 피해 법인과 코로나19로 사업에 현저한 손실을 입거나 중대한 위기에 처한 법인이다."
"2991","<U+00A0><U+274D> 피해법인이 신청하는 경우 법인지방소득세 납부기한을 6개월(1회 연장, 최대 1년) 범위내로 연장할 수 있고, 연장기간 중 분할납부가 가능하며 납부불성실가산세도 면제된다."
"2992","<U+00A0><U+274D> 납부기한 연장신청 기간은 법인지방소득세 신고기간과 같은 5월4일까지이며 신청을 원하는 법인은 반드시 법인지방소득세 확정신고를 한 후 신청하여야 한다."
"2993","<U+F071> 한편, 제주도는 ‘19년 귀속 법인소득에 대해 오는 5월 4일까지 관할 시청으로 법인지방소득세*를 신고·납부해야 가산세 부담을 덜 수 있다고 밝혔다."
"2994","<U+00A0><U+274D> 신고대상으로는 2019년 12월에 사업연도가 종료된 영리법인과 수익 사업을 영위하는 비영리법인, 국내 원천소득이 있는 외국법인이다.
<U+00A0><U+00A0> * ‘19년도 신고·납부 현황 : 10,928개 법인 92,332백만원
<U+00A0><U+00A0><U+00A0> - 제주시 : 9,214법인 77,606백만원, 서귀포시 : 1,714법인 14,726백만원
<U+00A0><U+274D> 신고는 위택스(www.wetax.go.kr)상에서 전자파일(엑셀 등) 제출을 통한 전자신고 또는 사업장 소재지 관할 시청에 우편 또는 방문해 할 수 있다."
"2995","<U+00A0><U+274D> 두 개 이상의 지방자치단체에 사업장이 있는 법인에 대해서는 「과세표준 및 세액신고서」를 사업장이 있는 시군마다 각각 제출해야 한다."
"2996","<U+F071> 고순심 제주특별자치도 세정담당관은 “신고기한을 넘기거나 안분대상 법인이 안분하지 않고 하나의 자치단체에만 신고한 경우 및 신고 시 첨부 서류를 제출하지 않은 경우에는 가산세가 부과되므로 주의해야 한다”며, “신고 마감일에 임박하여 위택스 접속 시 원활한 신고가 어려울 수 있으니 가급적 미리 신고·납부하여 주실 것”을 당부했다.
<U+00A0>"
"2997","<U+00A0>※ 관련 문의: 세정담당관실 김미숙 과표팀장<U+00A0> 064) 710-6891
<U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0><U+00A0> 제주시(☏728-2351, 2354), 서귀포시(☏760-2331, 2348)"
"2998","
착한임대인 세제지원 및 영세 납세자 권익 보호 조례개정
- 올 7월 부과되는 재산세, 지역자원시설세, 지방교육세 등 감면 내용 -"
"2999","
<U+F071> 제주특별자치도는 착한임대인 세제지원 및 영세 납세자 권익 보호를 위해 「제주특별자치도세 감면 조례」 및 「제주특별자치도세 기본조례」일부 개정안을 입법예고 했다고 밝혔다."
"3000","<U+F071> 개정안의 주요 골자는 코로나19 위기 극복에 동참해 건물 임대료를 인하하는 상가건물 임대사업자(착한 임대인)를 대상으로 올해 7월 부과되는 건축물분 재산세 등을 감면하는 내용이다."
"3001","<U+00A0> - 소상공인의 임대료 부담을 덜어주고 상생하는 경제 생태계 조성을 위해 소상공인의 임대료를 인하하는 건물주의 재산세, 지역자원시설세, 지방교육세를 감면하게 된다."
"3002","<U+00A0> - 지방세 감면 폭은 2020년 임대료를 10% 이상 인하하는 경우에 임대료 인하 비율만큼 감면하되, 최대 50%까지 감면율을 적용하고 2020년 한시적으로 개정 조례를 운영할 계획이다."
"3003","<U+00A0> - 다만, 임대사업자가 공공기관, 지방공기업, 출자·출연기관인 경우는 감면 대상에서 제외된다."
"3004","<U+00A0><U+274D> 또한, 제주도는 지방세 관계법령 개정 등에 따라 영세납세자 권익보호를 위해 「제주특별자치도 선정 대리인」 제도를 도입 시행한다고 밝혔다."
"3005","<U+00A0> - 「제주특별자치도 선정 대리인」은 도에서 위촉한 대리인이 영세한 납세자의 불복업무를 무료로 대리하는 제도로 부과된 지방세에 이의가 있는 경우 무료로 법령검토와 자문, 증거서류 보완 등 불복절차를 돕는다."
"3006","<U+00A0> - 세무대리인 선임에 따른 비용문제나 복잡한 과정 때문에 이의신청 등을 망설였던 납세자들에게 도움이 될 전망이다."
"3007","<U+00A0> - 지원 대상은 세무대리인 선임 없이 납부세액 1천만원 미만의 불복청구(과세전적부심사, 이의신청)를 제기하는 개인으로 배우자를 포함한 소유재산 가액이 5억원 이하이고 종합소득금액이 5천만원 이하인 납세자를 대상으로 한다.
<U+00A0><U+00A0><U+00A0> * 고액<U+2027>상습 체납자는 제외, 대상세목에서 담배소비세<U+2027>지방소비세<U+2027>레저세 제외"
"3008","<U+F071> 제주도는 조례 개정을 위한 입법예고를 거쳐 4월말 조례 개정안을 도의회에 제출, 5월 임시회 의결 절차를 밟을 예정이다."
"3009","<U+F071> 고순심 제주특별자치도 세정담당관은 “착한임대인을 대상으로 한 재산세 등 지방세 감면으로 코로나19로 어려움에 처한 소상공인의 임대료 부담을 낮추는 계기가 되었으면 한다”며 “이와 더불어 새롭게 도입되는 「제주특별자치도 선정 대리인」제도가 납세자의 권익을 한층 강화 할 것으로 기대 한다”고 밝혔다."
"3010","
<U+00A0>※ 관련 문의: 세정담당관실 김명숙 세정팀장<U+00A0> 064) 710-6881"
"3011","힘내자 대한민국! 제주도, 충남 등 지자체에 구호물품
- 도, 다섯 번째 지원 포함 한라봉 등 감귤류 총 8.4톤 전달 -"
"3012","
<U+F071> 제주특별자치도는 코로나19 지역감염 확산으로 피해를 겪고 있는 충청남도 등 5개 시·도에 구호물품(감귤)을 지원한다. 제주도의 타시·도 구호물품 지원은 이번이 다섯 번째다."
"3013","<U+00A0><U+274D> 앞서 제주도는 4차례에 걸쳐 대구와 경북, 부산에 3,000만 원 상당의 한라봉과 천혜향 1,910상자(5,730kg)를 지원한 바 있다."
"3014","<U+F071> 제주도는 재해구호기금을 활용해 한라봉 등 감귤 890상자(2,670kg)를 구입하고, 충남·북, 울산, 세종, 대전 등 5개 시·도에 전달한다."
"3015","<U+00A0><U+274D> (사)제주감귤연합회와 제주감귤협동조합도 한라봉 상품 선별과 운송비 지원을 통해 5개 시·도의 코로나19 극복에 힘을 모은다."
"3016","<U+00A0><U+274D> 오는 3월 31일까지 상품선별을 완료하고, 4월 1일 제주항에서 선적한 후 2일쯤 지역별 대한적십자사를 통해 선별진료소 89곳에 전달될 예정이다."
"3017","<U+F071> 한편, 도내 민간단체도 대구, 경북 등 타시·도에 감귤을 보내 코로나19 극복을 기원하는 제주도민들의 마음을 전하고 있다."
"3018","<U+00A0><U+274D> 서귀포산업과학고등학교를 비롯해 제주농협과 제주감귤협의회, 효돈·조천농협, 남원읍 9개 기관단체협의회, 한국농업경영인·여성농업인 도연합회, 외동도 통장협의회 등 단체 9곳에서 2,020상자, 6,710kg을 대구, 경북 등에 전달한 바 있다."
"3019","<U+F071> 원희룡 제주특별자치도지사가 오는 30일부터 제주공항에 설치·운영되는 워킹 스루 진료소(Walking Thru, 개방형 선별진료소)를 29일 사전 점검했다."
"3020","<U+274D> 또, 지난 28일 자가격리 대상자가 격리 조치를 무시하고 출도하려다 적발된 것과 관련해 공항경찰대를 찾아 관계자들을 격려하고 관계기관과의 긴밀한 협조체계 강화를 당부했다."
"3021","<U+F071> 원희룡 지사는 이날 오후 3시 제주공항에 설치 중인 워킹 스루 진료소를 찾아 인력, 장비 등의 준비상황을 점검하고 검체 채취 과정에서의 의료진 애로사항을 청취했다."
"3022","<U+274D> 워킹 스루 진료소는 14일 이내 해외 이력자를 대상으로 공항에서 문진 및 검사, 결과에 따른 격리조치까지 이뤄지는 ‘원스톱 관리 체계’로 운영된다."
"3023","<U+274D> 진료소에는 의료진 12명, 행정인력 8명 등 총 20명의 인력이 배치될 예정이다."
"3024","<U+F071> 원희룡 지사는 의료진들에게 “전 세계적으로 의료진들이 코로나19에 가장 많이 감염되고 있어 걱정스럽다”며 “의료진들이 코로나19에 감염되지 않도록 방역 장비 착용과 소독에 만전을 기해 달라”고 당부했다."
"3025","<U+274D> 이어 “코로나 청정 제주는 의료진 여러분 손에 달려 있다”며 “많이 힘들지만 조금 더 힘을 내어 달라”고 격려했다."
