"","value"
"4839","<U+F071>■ 원 지사는 “제주도가 청정 제주, 지속가능한 개발로 가기 위해 해결해야 할 가장 시급하고 모든 문제점들이 집중된 것이 특히 하수부분”이라고 지적하며 “행정부지사 지휘 아래 시설·인력·예산·소통·환경 등 종합적인 관점에서 심도 있는 회의와 대책 방안을 마련할 것”을 피력했다."
"4840","<U+274D> 원 지사는 “하수처리 시스템은 시설, 인력 관리든 그 동안 중간 개선이 있어 왔지만 큰 틀 자체가 30년이 된 상황에서 제도개선이나 투자가 부분적으로 이뤄지고 개별 사건에 대한 사후대응으로 보다 근본적인 문제를 막기엔 한계가 있다”며 “하수 유출로 인한 해양 수질 오염, 대규모 사업장의 추가 이슈 발생, 하수처리장 증설 반대, 인부 사망사고 등의 문제가 발생하며 언론, 국민, 도민들이 볼 때 청정제주 이미지에 치명타를 가할 수 있는 시점에 와있다”고 꼬집었다."
"4841","<U+274D> 이어 “현재 상황에 대한 규정과 인식이 필요하고 예산, 조직, 민원 대응 등을 양행정시를 비롯해 절반이상의 부서가 구조적인 문제와 맞물려있는 만큼 행정부지사를 주재로 비상대응체계를 가동할 것”을 요청했다."
"4842","<U+274D> 더불어 “시설 및 엔지니어링과 관련한 기술적인 부분과 전문가들의 진단이 필요한 부분에 대해서도 상시 인력과 단편적인 점검이 아닌 종합적이고 투명하게 기술적인 자문과 의견을 받을 수 있도록 자문체계 갖출 것”도 지시했다."
"4843","<U+274D> 원 지사는 하수처리 증설계획과 관련해 민원과 주민들의 갈등 요소에 대한 교차점검, 운영 인력 전문화에 따른 조직관리, 지속적 재원 확보 등과도 연계해 현 상황에 대한 정밀 파악 및 심도 있는 회의진행도 당부했다."
"4844","<U+274D> 또한 “빠른 시간 내에 현황과 대책에 따른 언론브리핑과 의회 보고를 통해 도민들의 불안감을 해소할 것”을 강조했다."
"4845","<U+F071>■ 이날 회의는 하수처리장 증설 및 운영관리에 따른 현안 공유와 함께 각 부서별 대안으로 ▲연안환경조사 및 생태조사 ▲환경관리공단 운영 ▲사전 내용 공유 및 주민 소통 ▲대규모 개발사업 인허가 검토 ▲하수도 원인자 부담금 세부 관리 방안 등이 의견들이 거론되기도 했다."
"4846","<U+F071>■ 한편, 원희룡 지사는 내일(3일) 남원·보목·제주하수처리장의 현장을 방문해 관련 현황을 청취하고 시설을 점검하며 하수처리 종합 대책마련을 위한 의견을 수렴할 계획이다."
"4847","■ 원희룡 제주특별자치도지사는 1일 “올해 마지막 분기가 시작되는 만큼 유종의 미를 거둘 수 있도록 하고 국회, 의회, 도민 행정들이 원활히 진행될 수 있도록 힘을 내달라”고 당부했다."
"4848","■ 원희룡 지사는 이날 오전 제주도청 4층 탐라홀에서 진행된 10월 소통과 공감의 날에서 국정감사와 행정감사, 국제관함식 등 10월의 주요 현안들을 거론하며 도민 공감대 형성을 위한 노력들을 강조했다."
"4849","■ 원희룡 지사는 우선 4년 만에 예정된 국정감사와 도의회 행정감사에 대한 철저한 대비를 주문했다."
"4850","<U+274D> 원 지사는 10월 25일 산자위 현장방문과 26일 제주도와 제주경찰청에 대한 행안위 국감을 앞두고 “이번 기회에 국회의 관심을 제주도에 기울이도록 하고 예산을 비롯해 국회에 여러 가지 입법 과정에서 제주도에 대한 협조를 구하는 의미도 있기 때문에 국감에 대해서 오히려 적극적인 자세를 가지고 준비를 해줄 것”을 주문했다."
"4851","<U+274D> 또한 16일부터 26일까지 진행되는 민선7기 첫 행정사무감사와 관련해 “스스로 그동안의 업무에 대해서 점검하는 기회를 가지고 도의회와의 소통에 적극적으로 임하고, 각 부서뿐만 아니라 총괄부서, 지원 부서들도 유기적인 협력대응체계를 만들어 긴밀히 대응함으로서 의회라는 기구를 통해 도민들과 적극적으로 쌍방향 소통을 하는 기회로 삼아 달라”고 피력했다."
"4852","■ 오는 10일부터 14일까지 진행될 국제 관함식과 관련한 당부도 이어졌다."
"4853","<U+274D> 원희룡 지사는 “이번 국제 관함식은 10년 만에 개최되고 대통령께서도 참석을 하게 되는 민군이 함께하는 주유한 국제 행사”라며 “강정마을에서 7월 28일 주민 투표를 통해 대승적인 결단을 내려 열리는 만큼 관함식을 계기로 강정마을 공동체 회복에 새로운 전기를 마련할 수 있도록 차질 없이 준비 해줄 것”을 요청했다."
"4854","■ 원 지사는 또한 “지난달 남북 정상회담을 통해 남북교류협력에 새로운 흐름이 만들어지고 있다”며 “지방 차원에 교류협력 사업에 대해서도 제주가 선도적인 역할을 할 수 있도록 해달라”고 전했다."
"4855","<U+274D> 이어 “지난달 렌터카 수급 조절 권한에 본격 시행에 따라 렌터카에 감차 방안에 대해서 확정을 짓고, 10월부터는 우선차로제 단속이 시작되는 등 대중교통이 제2단계 체제 개편에 따른 관리 정책이 펼쳐진다”며 제주형 교통복지구현에 차질이 없도록 관련 부서의 철저한 시행을 지시했다."
"4856","<U+274D> 본격적인 감귤 유통 철이 다가옴에 따라 “수입과일과 경쟁해야 되는 환경에서 비상품 유통은 감귤산업에 공멸을 자초하는 행위”라며 “비상품 감귤 유통의 원천적인 차단과 일벌백계를 통해 강력 조치할 것”을 당부했다."
"4857","<U+274D> 더불어 “제주시 인구가 9월말 기준으로 50만 명을 실질적으로 돌파할 것으로 전망됨에 따라 앞으로 도시계획, 환경보전, 조직, 재정 등 많은 변화가 예상이 되고 이에 따른 전반적인 대비책 점검 제도 개선들의 검토를 통해 본격적인 개편을 준비할 것”도 요청했다."
"4858","■ 한편 이날 소통과 공감의 날에서는 지난 추석 명절 공항 및 여객터미널에서 귀성·관광객 수용태세를 확인하고 재난상황실, 건설 현장 등지에서 민생안정 사항을 점검하는 공직자들의 현장 근무 상황을 영상으로 전달했다."
"4859","<U+274D> 이와 함께 기타동아리 투카포(2Capo)의 문화공연과 국가사회 및 도정 발전 유공자 9명에 대한 시상, 제31회 전국소방기술영견대회 구급분야 전국 2위를 차지한 소방 공무원들의 준비 모습들도 엿볼 수 있었다."
"4860","※ [참고] 유공자 표창 수상자 현황"
"4861","제주특별자치도는 2018년 “제22회 노인의 날”을 맞아 모범노인 및 노인복지 기여자 등 정부 및 도지사 표창 대상자 26명을 선정하였다."
"4862","*국민포장 1, 국무총리표창 2, 보건복지부장관 2, 제주특별자치도지사 21명"
"4863","○ 표창은 오는 10. 2일 행정시 별로 개최되는 노인의 날 기념행사에서 수여할 예정이다."
"4864","<U+25A2> 정부포상 5명(개인 4, 단체 1) 수상자는"
"4865","○ 국민포장에는 한성율 표선노인대학장, 국무총리 표창은 진두호 대한노인회 서귀포지회 예래동 분회장과 화북동새마을부녀회가,"
"4866","보건복지부장관 표창에 김춘자 대한노인회제주시지회 연동 분회장과 서귀포시청 공무원 강정국이 수상하게 된다."
"4867","- 국민포장을 수상하는 한성율 표선노인대학장은 남제주군의회 의장, 제주도의회부의장을 재직하였으며, 현재 서귀포시지회부설 표선노인대학장으로서 나눔과 봉사를 실천하고, 대학운영활성화에 기여한 유공으로 노인의 날 중앙행사 (10. 2. 서울 대한상공회의소)에 참석하여 수상할 예정이다."
"4868","- 국무총리 표창을 수상하는 진두호 대한노인회 서귀포시지회 예례동 분회장은 서귀포시 예래동 노인회관 건립 당시 건립비용 상당부분의 성금을 기탁하였으며, 또한 어르신들을 위해 게이트볼대회 개최 등 어르신들간의 화합과 친목을 다지는 어울림의 장을 마련하여 어르신들의 삶의 질 향상에 크게 공헌하였다."
"4869","- 노인복지기여단체로 선정된 화북동새마을부녀회는 독거노인 등"
"4870","어려운 이웃들에게 김치<U+2024>밑반찬 나눔 사업을 진행하고 있다. 뿐만 아니라 헌옷 모으기 수익금은 혼자 사는 어려운 어르신에게 수의를 마련해 드렸고, 마을 도로변 꽃길 만들기, 버스승차대 및 공중화장실 청소 등 어르신이 살기 좋은 환경 조성 등 노인복지 증진에 기여함을 물론 지역사회발전에 공헌하였다."
"4871","- 보건복지부 장관 표창을 수상하는 대한노인회 제주시지회 연동분회 김춘자는 거동이 불편한 노인들을 위해 2005년부터 매년 휠체어를 기증하였으며, 연상동 경로당부회장으로 활동하면서 주2회, 식사제공 등 급식봉사를 하여 노인복지증진에 기여하였다."
"4872","- 강정국(서귀포시 공무원)은 보건복지부 주관 2017년 노인일자리 평가시 서귀포시는 인력개발원장상, 서귀포시니어클럽은 보건복지부장관상 수상에 기여하였으며, 성산읍노인복지회관 신축사업을 추진하는 등 노인 여가복지 시설기반 구축에 공헌하였다."
"4873","<U+25A2> 제주특별자치도지사 표창에는 모범노인 김태현 등 9명, 노인복지기여자 강진부 등 7명, 모범노인단체 용담2동 새마을부녀회(제주시) 등 2단체, 유공 공무원 백경애 등 3명, 총 21명이 수상한다."
"4874","<U+25A2> 법정기념일인 노인의 날(10월 2일(화))에는 제주시는 한라체육관에서,"
"4875","서귀포시는 올림픽기념국민생활관에서 어르신 및 가족, 도민 등을 초청하여 기념식과 민속경기 등 다채로운 행사가 개최된다."
"4876","<U+25A2> 한편 원희룡 제주특별자치도지사는 읍면동별로 마련된 식사장소 및 민속경기장을 방문하여 어르신들과의 소통의 시간을<U+00A0>가질 계획이다."
"4877","* 노인의날 기념식 행사 사진 웹하드 게첨 예정"
"4878","<참고자료>"
"4879","1. 제22회 노인의날 표창대상자 명단 1부"
"4880","2. 제22회 노인의날 중앙표창 수상자(사진)"
"4881","3. 제22회 노인의날 기념행사 개요 1부."
"4882","<참고자료>"
"4883","1. 제22회 노인의날 표창대상자 명단 1부"
"4884","2. 제22회 노인의날 중앙표창 수상자(사진)"
"4885","3. 제22회 노인의날 기념행사 개요 1부."
"4886","■ 원희룡 제주특별자치도지사는 30일 “우리 아이들이 육지보다 불리하거나 기회가 줄어들지 않도록 좋은 교육 프로그램을 만들어 나가는데 박차를 가하겠다”고 약속했다."
"4887","■ 원희룡 지사는 이날 오전 제주시 한라중학교 실내체육관에서 열린 ‘2018년도 제주시 교육가족 한마음대회’에 참석해 축사를 통해 이같이 밝히고, 안전한 교육환경 조성을 위해 노력하는 학교운영위원과 교직원들을 격려했다."
"4888","■ 원 지사는 “제주도정은 제주 미래 인재를 키우기 위해 지방세가 들어온 금액 중 일부를 교육재정 전출금으로 보내는데 작년부터 3.6%에서 5%로 상향했다. 올해는 191억 원이 더 추가된 639억 원을 집행하고 있다”고 전해 박수갈채를 받았다."
"4889","<U+F06D>○ 원희룡 지사는 이어 “운영위원회에서 학교와 아이들을 위해 좋은 방향으로 잘 써주기를 부탁한다”고 당부했다."
"4890","<U+F06D>○ 또한 “학교 안에서 이뤄지는 일은 교육청이 집행하고, 도에서는 학교 연계프로그램과 관련한 직접 사업과 예산을 지원하고 있다”며"
"4891","<U+F06D>○ “도정에서도 학교와 긴밀하게 연계해 통학길의 안전, 아이들의 편의와 활동을 위한 시설물 개선 등을 비롯해 제주의 아이들이 육지에 비해 불리하거나 기회가 줄어들지 않도록 좋은 프로그램을 만들어 나가는데 더욱 박차를 가하겠다”고 밝혔다."
"4892","■ 현재 제주특별자치도는 4차 산업혁명 시대에 대비한 제주인재 양성을 위해 지난해부터 전국 지자체 최초로 무상 코딩 교육을 실시중이며, 자기주도학습센터에 미래교육과정 콘텐츠를 개발해 교육을 진행 중이다."
"4893","<U+F06D>○ 앞으로 자기주도학습센터의 운영 강화를 위해 학습지도 인력을 지속적으로 보강하고, 창의 융합형 인재 양성을 위한 프로그램도 확대할 계획도 세우고 있다."
